holiday_flag,temperature,fuel_price,cpi,unemployment,month
0,1.3874823215186058,0.9977069568188135,-1.172477961791026,0.42804707728733576,8
0,-0.43363527505198407,-1.017612990089548,0.9765181601513576,-0.5798503149016055,12
0,1.6647156865344463,1.0260303722888766,-1.1759506057084086,0.6191444228463591,6
0,-0.1744111640627631,0.4029152319474804,-1.1848417591636893,-1.435353621391579,4
0,0.7931769386401604,1.0739623061612924,0.8671237108359261,-0.3645634319300474,7
0,1.4420558185689683,-1.544864262686115,0.979420654324282,-0.6072651239691447,8
0,-0.9100619043016471,0.43995354448525553,-1.1569832591829736,-1.3289196567764263,11
0,1.5244617991150156,-1.455536567742068,0.731491419915053,1.5052878100588765,6
1,0.43244612313726555,1.030387820822733,-0.9909145267704141,0.9384463166918163,9
0,-0.9684555461455349,-0.1635530774537884,1.2511545056413953,-1.6603163193281505,1
0,-1.4727146588908822,-0.13522966198372516,0.8154229104859088,-0.30892749588121793,2
0,0.8603023400121061,0.5881067946363568,-1.172477961791026,-0.6846716436892554,8
0,0.32984794868258466,1.030387820822733,-0.9898897984531567,0.9384463166918163,9
0,-1.248963320984397,-1.2768811778539757,0.38025829997216093,-0.2928011376061945,4
0,0.1972343508502039,1.121894240033707,-1.0168235468040703,-2.374713990911672,6
0,0.07608118739839966,-1.146157721838298,-1.0844706660246888,0.579634845072553,8
0,-0.8936898551865382,0.37894926501127263,1.2650691853778693,-1.6603163193281505,2
0,1.2799725323293922,1.7362944833073914,-1.126885950875098,2.580109589089164,9
0,1.1773743578747113,-0.07640410677666996,1.1740951641326398,-0.8894763937820479,7
0,1.1489961394085224,-1.1635875159737217,-1.252468783960875,0.18131379567948286,8
0,1.3383661741732795,0.6796132138473316,1.0221706417280916,0.16518743740446015,6
0,-2.0615626920642915,0.06739169484057496,-1.0762289618704153,0.4240154877185808,1
0,0.1328376243307764,1.505349711013028,-0.84647121108964,0.9271578658992993,4
0,0.042791354197678676,0.5772131733017173,1.235717157364301,-1.2547384087113205,10
0,0.4984800545682036,1.1022857216313555,0.2771121998147237,0.6409150065176411,6
0,0.6529230512207296,0.07610659190828681,-1.1620948307668364,-1.678861631344427,9
1,-0.26500316916636474,-0.37924677987965677,-1.237482289549324,1.0295602409456963,11
0,1.6205111539236527,-0.6428724161779398,-1.2526948436574912,1.187598552040922,8
0,-1.1731061600843935,0.17197045965311708,0.9495322992697729,-0.519376471370269,12
0,1.348735138612849,-1.553579159753826,1.0150127555094945,-0.30650854213996437,7
0,0.3358510333581245,-1.5317919170845469,0.9148176733990396,0.6046307003988393,10
0,-0.003050383324625453,-1.3357067330610308,0.3949172178036696,1.0408486917382118,8
0,-0.21042967211600244,0.7384387690543859,-1.1439106379546304,-0.09928483830591829,1
0,-1.0148430186383426,0.11532362871298961,-0.8817098989074004,0.821530219197898,12
0,-0.8352962133426506,-1.2768811778539757,0.38025829997216093,0.9973075243956494,4
0,0.7036764034775661,-1.0502938540934676,0.9015724680781858,0.38208695620351973,5
0,-0.7550731726786181,-1.0742598210296754,0.9304855607760318,0.3522531933947278,12
0,-0.2764636035469409,1.6535029611641285,-1.034080587847754,-2.374713990911672,5
0,2.0183519474207943,0.7863707029268016,-1.173782158667179,0.5772158913312995,7
0,0.7304174170322434,0.6120727615725646,1.205886469813931,-1.2079719697137536,10
0,0.07226104260487427,-1.342242905861814,1.017899963237409,-0.2887695480374388,3
0,0.804091638050233,-1.5622940568215378,1.0283259964203637,-1.1378223112174028,8
0,-1.0361266824879838,0.8691622250700636,0.45816909775146225,-0.6387115226054394,5
0,0.8859518836257764,0.8626260522692804,-0.9406370651558688,0.9892443452581381,7
0,1.5009951953833593,-0.8738171884723032,-1.2517359484500108,1.7117051959791718,6
0,-1.287710503890154,-1.3487790786625982,0.38101403563011765,1.0384297379969583,3
0,0.8204636871653415,1.0521750634920122,-0.839024319932095,0.41353335483981585,8
0,0.4613700765739576,1.1785410709738335,1.2397086702012958,-1.4208398989440576,4
0,-0.8151040194340167,1.7580817259766706,-0.9518316381592837,1.0134338826706735,4
0,1.5140928346754468,0.4748131327561029,1.0151756543363424,0.36354164418724344,8
0,-0.8860495655994874,1.0717835818943637,0.46089309861333483,-1.1184706812873753,5
0,0.6469199665451898,0.5096727210269503,-1.1703813058509867,-0.7911056083044073,8
0,-1.4001319078139005,0.09135766177678277,0.5376721680942961,-0.779817157511891,12
0,0.6354595321646133,-1.1243704791690188,-1.25141250729615,0.3070993902246625,6
